"level_0","index","IsHoliday","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","Type","Size"
"92","92","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"93","93","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"94","94","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"95","95","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"96","96","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"97","97","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"98","98","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"99","99","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"100","100","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"101","101","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"102","102","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"103","103","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"104","104","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"105","105","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"106","106","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"107","107","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"108","108","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"109","109","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"110","110","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"111","111","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"112","112","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"113","113","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"114","114","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"115","115","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"116","116","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"117","117","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"118","118","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"119","119","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"120","120","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"121","121","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"122","122","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"123","123","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"124","124","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"125","125","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"126","126","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"127","127","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"128","128","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"129","129","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"130","130","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"131","131","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"132","132","1","38.51","2.548","0","0","0","0","0","","8.106","3","151315"
"133","133","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"134","134","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"135","135","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"136","136","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"137","137","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"138","138","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"139","139","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"140","140","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"141","141","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"142","142","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"143","143","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"144","144","1","38.51","2.548","0","0","0","0","0","211.2421698","8.106","3","151315"
"145","145","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"146","146","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"147","147","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"148","148","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"149","149","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"150","150","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"151","151","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"152","152","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"153","153","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"154","154","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"155","155","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"156","156","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"157","157","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"158","158","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"159","159","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"160","160","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"161","161","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"162","162","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"163","163","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"164","164","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"165","165","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"166","166","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"167","167","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"168","168","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"169","169","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"170","170","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"171","171","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"172","172","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"173","173","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"174","174","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"175","175","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"176","176","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"177","177","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"178","178","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"179","179","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"180","180","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"181","181","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"182","182","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"183","183","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"184","184","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"185","185","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"186","186","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"187","187","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"188","188","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"189","189","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"190","190","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"191","191","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"192","192","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"193","193","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"194","194","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"195","195","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"196","196","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"197","197","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"198","198","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"199","199","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"200","200","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"201","201","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"202","202","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"203","203","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"204","204","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"205","205","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"206","206","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"207","207","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"208","208","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"209","209","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"210","210","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"211","211","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"212","212","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"213","213","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"214","214","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"215","215","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"216","216","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"217","217","0","39.93","2.514","0","0","0","0","0","211.2891429","8.106","3","151315"
"218","218","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"219","219","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"220","220","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"221","221","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"222","222","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"223","223","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"224","224","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"225","225","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"226","226","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"227","227","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"228","228","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"229","229","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"230","230","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"231","231","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"232","232","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"233","233","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"234","234","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"235","235","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"236","236","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"237","237","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"238","238","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"239","239","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"240","240","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"241","241","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"242","242","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"243","243","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"244","244","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"245","245","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"246","246","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"247","247","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"248","248","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"249","249","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"250","250","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"251","251","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"252","252","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"253","253","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"254","254","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"255","255","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"256","256","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"257","257","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"258","258","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"259","259","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"260","260","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"261","261","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"262","262","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"263","263","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"264","264","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"265","265","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"266","266","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"267","267","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"268","268","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"269","269","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"270","270","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"271","271","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"272","272","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"273","273","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"274","274","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"275","275","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"276","276","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"277","277","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"278","278","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"279","279","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"280","280","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"281","281","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"282","282","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"283","283","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"284","284","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"285","285","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"286","286","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"287","287","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"288","288","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"289","289","0","46.63","2.561","0","0","0","0","0","211.3196429","8.106","3","151315"
"290","290","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"291","291","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"292","292","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"293","293","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"294","294","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"295","295","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"296","296","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"297","297","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"298","298","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"299","299","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"300","300","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"301","301","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"302","302","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"303","303","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"304","304","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"305","305","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"306","306","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"307","307","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"308","308","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"309","309","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"310","310","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"311","311","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"312","312","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"313","313","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"314","314","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"315","315","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"316","316","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"317","317","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"318","318","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"319","319","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"320","320","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"321","321","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"322","322","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"323","323","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"324","324","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"325","325","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"326","326","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"327","327","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"328","328","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"329","329","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"330","330","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"331","331","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"332","332","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"333","333","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"334","334","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"335","335","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"336","336","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"337","337","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
"338","338","0","46.5","2.625","0","0","0","0","0","211.3501429","8.106","3","151315"
